,Data_time,lr,Loss,CE_Loss_source,top1_base,top1_base_per_class,Batch_time,Data_time/avg,lr/avg,Loss/avg,CE_Loss_source/avg,top1_base/avg,top1_base_per_class/avg,Batch_time/avg,Data_time/sum,lr/sum,Loss/sum,CE_Loss_source/sum,top1_base/sum,top1_base_per_class/sum,Batch_time/sum
1,0.013736248016357422,0.1,3.4347684383392334,3.4347684383392334,14.0625,11.900586128234863,0.14462614059448242,0.036277995193213744,0.10000000000000048,3.7853081945787395,3.7853081945787395,10.019188596491228,10.207458604009528,0.1691605158019484,10.339228630065918,28.500000000000135,1078.8128354549408,1078.8128354549408,365500.0,2909.1257021427155,48.2107470035553
