,Data_time,lr,Loss,CE_Loss_source,top1_base,top1_base_per_class,Batch_time,Data_time/avg,lr/avg,Loss/avg,CE_Loss_source/avg,top1_base/avg,top1_base_per_class/avg,Batch_time/avg,Data_time/sum,lr/sum,Loss/sum,CE_Loss_source/sum,top1_base/sum,top1_base_per_class/sum,Batch_time/sum
1,0.04729032516479492,0.1,3.4768753051757812,3.4768753051757812,15.625,19.400352478027344,0.17876338958740234,0.03205399847867196,0.10000000000000048,3.756533185222693,3.756533185222693,10.567434210526315,10.67392202803963,0.16559169585244699,9.135389566421509,28.500000000000135,1070.6119577884674,1070.6119577884674,385500.0,3042.067777991295,47.19363331794739
2,0.010182380676269531,0.1,3.031845808029175,3.031845808029175,24.21875,24.84276580810547,0.142625093460083,0.036824673937078105,0.10000000000000048,3.2506151224437514,3.2506151224437514,18.955592105263158,19.11006192659077,0.17032399763140763,10.49503207206726,28.500000000000135,926.4253098964691,926.4253098964691,691500.0,5446.367649078369,48.54233932495117
3,0.010854244232177734,0.1,2.889359474182129,2.889359474182129,24.21875,28.27485466003418,0.14202356338500977,0.033198213577270506,0.10000000000000048,2.9864758023044518,2.9864758023044518,23.97203947368421,24.283781389604535,0.16636517424332467,9.461490869522095,28.500000000000135,851.1456036567688,851.1456036567688,874500.0,6920.8776960372925,47.414074659347534
4,0.010516166687011719,0.1,2.7006516456604004,2.7006516456604004,26.5625,26.458332061767578,0.14272427558898926,0.0367964878416898,0.10000000000000048,2.7810599527860944,2.7810599527860944,28.46765350877193,28.848113819590786,0.17036129382618687,10.486999034881592,28.500000000000135,792.6020865440369,792.6020865440369,1038500.0,8221.712438583374,48.55296874046326
5,0.010924816131591797,0.1,2.3606882095336914,2.3606882095336914,39.84375,33.39506530761719,0.14269089698791504,0.03369817482797723,0.10000000000000048,2.6287516635760926,2.6287516635760926,31.866776315789473,32.30164551316646,0.16670673520941484,9.60397982597351,28.500000000000135,749.1942241191864,749.1942241191864,1162500.0,9205.968971252441,47.51141953468323
6,0.011050701141357422,0.1,2.767503023147583,2.767503023147583,27.34375,31.37096405029297,0.14339208602905273,0.035714361123871385,0.10000000000000048,2.4855562778941374,2.4855562778941374,35.19188596491228,35.570887408340184,0.1691720903965465,10.178592920303345,28.500000000000135,708.3835391998291,708.3835391998291,1283800.0,10137.702911376953,48.21404576301575
7,0.11142706871032715,0.1,2.508690595626831,2.508690595626831,35.9375,36.3271598815918,0.24287056922912598,0.037154680385924226,0.10000000000000048,2.3410334281754075,2.3410334281754075,38.55811403508772,39.047039995695414,0.17059458766067237,10.589083909988403,28.500000000000135,667.1945270299911,667.1945270299911,1406600.0,11128.406398773193,48.619457483291626
8,0.08211445808410645,0.1,2.274879217147827,2.274879217147827,39.0625,45.32163619995117,0.2133173942565918,0.035090578648081995,0.10000000000000048,2.2294412897344222,2.2294412897344222,41.55701754385965,42.11752985234846,0.16815620807179232,10.00081491470337,28.500000000000135,635.3907675743103,635.3907675743103,1516000.0,12003.496007919312,47.924519300460815
9,0.04922175407409668,0.1,2.40277361869812,2.40277361869812,35.15625,36.83908462524414,0.18049311637878418,0.035171757246318616,0.10000000000000048,2.1171099290513156,2.1171099290513156,44.00219298245614,44.506358411019306,0.16860157230444123,10.023950815200806,28.500000000000135,603.3763297796249,603.3763297796249,1605200.0,12684.312147140503,48.05144810676575
10,0.01405024528503418,0.1,2.1535396575927734,2.1535396575927734,44.53125,46.41509246826172,0.14392757415771484,0.03300291195250394,0.10000000000000048,2.0336589562265495,2.0336589562265495,46.02796052631579,46.35254720052083,0.16654977798461915,9.405829906463623,28.500000000000135,579.5928025245667,579.5928025245667,1679100.0,13210.475952148438,47.466686725616455
11,0.06736397743225098,0.1,2.1419894695281982,2.1419894695281982,46.09375,47.19551086425781,0.19814753532409668,0.038000004751640455,0.10000000000000048,1.9385885322303102,1.9385885322303102,48.297697368421055,48.75942269040827,0.17112935133147658,10.83000135421753,28.500000000000135,552.4977316856384,552.4977316856384,1761900.0,13896.435466766357,48.771865129470825
12,0.01112508773803711,0.1,1.8396128416061401,1.8396128416061401,45.3125,47.212120056152344,0.1431124210357666,0.03184116514105546,0.10000000000000048,1.8484331084970842,1.8484331084970842,50.49616228070175,50.83362002456397,0.16547590975175824,9.074732065200806,28.500000000000135,526.803435921669,526.803435921669,1842100.0,14487.581707000732,47.1606342792511
13,0.009649038314819336,0.1,1.925349235534668,1.925349235534668,46.875,40.20833206176758,0.14058995246887207,0.03449336018478661,0.10000000000000048,1.7813634069342361,1.7813634069342361,52.18475877192982,52.559160132157174,0.16780925717270165,9.830607652664185,28.500000000000135,507.6885709762573,507.6885709762573,1903700.0,14979.360637664795,47.82563829421997
14,0.10016870498657227,0.1,1.588981032371521,1.588981032371521,57.03125,59.81481170654297,0.23177647590637207,0.03694609257212857,0.10000000000000048,1.7242705077455756,1.7242705077455756,53.79660087719298,54.4179159465589,0.1707711328539932,10.52963638305664,28.500000000000135,491.417094707489,491.417094707489,1962500.0,15509.106044769287,48.66977286338806
15,0.0888819694519043,0.1,1.417494297027588,1.417494297027588,63.28125,66.72838592529297,0.21977782249450684,0.038746704135024755,0.10000000000000048,1.6792874842359309,1.6792874842359309,54.9890350877193,55.618686943723446,0.17242876437672397,11.042810678482056,28.500000000000135,478.5969330072403,478.5969330072403,2006000.0,15851.325778961182,49.14219784736633
